from_snapshot,to_snapshot,from_timestamp,to_timestamp,event_id,commence_time,home_team,away_team,bookmaker_key,bookmaker,market,outcome,point,from_price,to_price,price_change,abs_price_change,price_pct_change,from_implied_probability,to_implied_probability,implied_probability_change,abs_implied_probability_change
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260523T203530Z.csv,data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,20260523T203530Z,20260526T094844Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,onexbet,1xBet,h2h,Curaçao,,50.0,55.0,5.0,5.0,0.1,0.02,0.01818181818181818,-0.0018181818181818195,0.0018181818181818195
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260523T203530Z.csv,data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,20260523T203530Z,20260526T094844Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_se,Unibet (SE),h2h,Curaçao,,46.0,51.0,5.0,5.0,0.10869565217391304,0.021739130434782608,0.0196078431372549,-0.0021312872975277064,0.0021312872975277064
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260523T203530Z.csv,data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,20260523T203530Z,20260526T094844Z,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T01:00:00Z,Brazil,Haiti,tipico_de,Tipico,h2h,Haiti,,30.0,25.0,-5.0,5.0,-0.16666666666666666,0.03333333333333333,0.04,0.006666666666666668,0.006666666666666668
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,4d4f2b9b78182b557d4fbf8dcf4f4af2,2026-06-16T22:00:00Z,Iraq,Norway,sport888,888sport,h2h,Iraq,,8.0,13.0,5.0,5.0,0.625,0.125,0.07692307692307693,-0.04807692307692307,0.04807692307692307
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,4d4f2b9b78182b557d4fbf8dcf4f4af2,2026-06-16T22:00:00Z,Iraq,Norway,williamhill,William Hill,h2h,Iraq,,8.0,13.0,5.0,5.0,0.625,0.125,0.07692307692307693,-0.04807692307692307,0.04807692307692307
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betclic_fr,Betclic (FR),h2h,Curaçao,,30.0,35.0,5.0,5.0,0.16666666666666666,0.03333333333333333,0.02857142857142857,-0.004761904761904762,0.004761904761904762
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,everygame,Everygame,h2h,Curaçao,,34.0,29.0,-5.0,5.0,-0.14705882352941177,0.029411764705882353,0.034482758620689655,0.005070993914807302,0.005070993914807302
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,leovegas_se,LeoVegas (SE),h2h,Curaçao,,46.0,51.0,5.0,5.0,0.10869565217391304,0.021739130434782608,0.0196078431372549,-0.0021312872975277064,0.0021312872975277064
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,marathonbet,Marathon Bet,h2h,Curaçao,,56.0,61.0,5.0,5.0,0.08928571428571429,0.017857142857142856,0.01639344262295082,-0.0014637002341920356,0.0014637002341920356
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,onexbet,1xBet,h2h,Curaçao,,55.0,60.0,5.0,5.0,0.09090909090909091,0.01818181818181818,0.016666666666666666,-0.0015151515151515145,0.0015151515151515145
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,pmu_fr,PMU (FR),h2h,Curaçao,,46.0,51.0,5.0,5.0,0.10869565217391304,0.021739130434782608,0.0196078431372549,-0.0021312872975277064,0.0021312872975277064
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_fr,Unibet (FR),h2h,Draw,,13.0,18.0,5.0,5.0,0.38461538461538464,0.07692307692307693,0.05555555555555555,-0.021367521367521375,0.021367521367521375
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_nl,Unibet (NL),h2h,Curaçao,,46.0,51.0,5.0,5.0,0.10869565217391304,0.021739130434782608,0.0196078431372549,-0.0021312872975277064,0.0021312872975277064
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,winamax_fr,Winamax (FR),h2h,Curaçao,,40.0,35.0,-5.0,5.0,-0.125,0.025,0.02857142857142857,0.003571428571428569,0.003571428571428569
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T01:00:00Z,Brazil,Haiti,marathonbet,Marathon Bet,h2h,Haiti,,43.0,48.0,5.0,5.0,0.11627906976744186,0.023255813953488372,0.020833333333333332,-0.0024224806201550396,0.0024224806201550396
data/odds_snapshots/2026/05/world_cup_first_round_odds_20260526T094844Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,20260526T094844Z,20260602T205014Z,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T01:00:00Z,Brazil,Haiti,onexbet,1xBet,h2h,Haiti,,43.0,48.0,5.0,5.0,0.11627906976744186,0.023255813953488372,0.020833333333333332,-0.0024224806201550396,0.0024224806201550396
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,20260602T205014Z,20260603T115319Z,7ad7a0ce2ef2618bb59b066da5642f70,2026-06-22T21:00:00Z,France,Iraq,betfair_ex_eu,Betfair,h2h,Iraq,,30.0,25.0,-5.0,5.0,-0.16666666666666666,0.03333333333333333,0.04,0.006666666666666668,0.006666666666666668
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,20260602T205014Z,20260603T115319Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betfair_ex_eu,Betfair,h2h,Curaçao,,50.0,55.0,5.0,5.0,0.1,0.02,0.01818181818181818,-0.0018181818181818195,0.0018181818181818195
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,20260602T205014Z,20260603T115319Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betsson,Betsson,h2h,Curaçao,,100.0,95.0,-5.0,5.0,-0.05,0.01,0.010526315789473684,0.0005263157894736838,0.0005263157894736838
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260602T205014Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,20260602T205014Z,20260603T115319Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,nordicbet,Nordic Bet,h2h,Curaçao,,100.0,95.0,-5.0,5.0,-0.05,0.01,0.010526315789473684,0.0005263157894736838,0.0005263157894736838
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,betsson,Betsson,h2h,Curaçao,,95.0,100.0,5.0,5.0,0.05263157894736842,0.010526315789473684,0.01,-0.0005263157894736838,0.0005263157894736838
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,everygame,Everygame,h2h,Draw,,12.0,17.0,5.0,5.0,0.4166666666666667,0.08333333333333333,0.058823529411764705,-0.024509803921568624,0.024509803921568624
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,leovegas_se,LeoVegas (SE),h2h,Curaçao,,51.0,56.0,5.0,5.0,0.09803921568627451,0.0196078431372549,0.017857142857142856,-0.0017507002801120455,0.0017507002801120455
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,nordicbet,Nordic Bet,h2h,Curaçao,,95.0,100.0,5.0,5.0,0.05263157894736842,0.010526315789473684,0.01,-0.0005263157894736838,0.0005263157894736838
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,pmu_fr,PMU (FR),h2h,Curaçao,,51.0,56.0,5.0,5.0,0.09803921568627451,0.0196078431372549,0.017857142857142856,-0.0017507002801120455,0.0017507002801120455
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_nl,Unibet (NL),h2h,Curaçao,,51.0,56.0,5.0,5.0,0.09803921568627451,0.0196078431372549,0.017857142857142856,-0.0017507002801120455,0.0017507002801120455
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,unibet_se,Unibet (SE),h2h,Curaçao,,51.0,56.0,5.0,5.0,0.09803921568627451,0.0196078431372549,0.017857142857142856,-0.0017507002801120455,0.0017507002801120455
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T01:00:00Z,Brazil,Haiti,mybookieag,MyBookie.ag,h2h,Haiti,,30.0,25.0,-5.0,5.0,-0.16666666666666666,0.03333333333333333,0.04,0.006666666666666668,0.006666666666666668
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T01:00:00Z,Brazil,Haiti,unibet_nl,Unibet (NL),h2h,Haiti,,51.0,46.0,-5.0,5.0,-0.09803921568627451,0.0196078431372549,0.021739130434782608,0.0021312872975277064,0.0021312872975277064
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260603T115319Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,20260603T115319Z,20260605T235512Z,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T01:00:00Z,Brazil,Haiti,unibet_se,Unibet (SE),h2h,Haiti,,51.0,46.0,-5.0,5.0,-0.09803921568627451,0.0196078431372549,0.021739130434782608,0.0021312872975277064,0.0021312872975277064
data/odds_snapshots/2026/06/world_cup_first_round_odds_20260605T235512Z.csv,data/odds_snapshots/2026/06/world_cup_first_round_odds_20260610T095721Z.csv,20260605T235512Z,20260610T095721Z,73529a242e319a86bf3d00ddb4accc37,2026-06-21T16:00:00Z,Spain,Saudi Arabia,betfair_ex_eu,Betfair,h2h,Saudi Arabia,,27.0,22.0,-5.0,5.0,-0.18518518518518517,0.037037037037037035,0.045454545454545456,0.00841750841750842,0.00841750841750842
