match,commence_time,logged_at_utc,submission_id,score,actual_score,predicted_probability,hit
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,2-3,0-1,0.019997487995270256,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,4-0,0-1,0.0035551089769369345,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,0-4,0-1,0.027822591993419486,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,4-1,0-1,0.005332663465405401,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,1-4,0-1,0.022066193649953384,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,4-2,0-1,0.004570854398918915,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,2-4,0-1,0.011634902106339058,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,4-3,0-1,0.0028440871815495474,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,3-4,0-1,0.00492245858345114,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,5-0,0-1,0.0012798392316972964,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,0-5,0-1,0.012798392316972964,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,5-1,0-1,0.0014220435907747737,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,1-5,0-1,0.010665326930810803,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,5-2,0-1,0.0014220435907747737,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,2-5,0-1,0.005817451053169529,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,5-3,0-1,0.0012798392316972964,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,3-5,0-1,0.002133065386162161,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,5-4,0-1,0.0012798392316972964,0
Scotland vs Morocco,2026-06-19T22:00:00Z,2026-06-19T00:10:00+00:00,conversation-scotland-morocco-20260620,4-5,0-1,0.0012798392316972964,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,1-0,3-0,0.07156098953784405,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,0-0,3-0,0.025761956233623862,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,0-1,3-0,0.014637475132740831,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,2-0,3-0,0.10734148430676609,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,1-1,3-0,0.03788522975532921,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,0-2,3-0,0.006779462166743122,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,2-1,3-0,0.06133799103243776,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,2-2,3-0,0.017890247384461013,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,1-2,3-0,0.01341768553834576,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,3-0,3-0,0.11500873318582082,1
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,3-3,3-0,0.006779462166743122,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,0-3,3-0,0.0018401397309731331,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,3-1,3-0,0.0677946216674312,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,4-4,3-0,0.0014312197907568813,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,1-3,3-0,0.0049542223526199735,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,3-2,3-0,0.020126528307518644,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,2-3,3-0,0.006779462166743122,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,4-0,3-0,0.09908444705239948,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,0-4,3-0,0.0012880978116811932,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,4-1,3-0,0.056004252681791,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,1-4,3-0,0.0014312197907568813,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,4-2,3-0,0.0169486554168578,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,2-4,3-0,0.0014312197907568813,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,4-3,3-0,0.006440489058405966,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,3-4,3-0,0.0016101222646014914,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,5-0,3-0,0.0677946216674312,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,0-5,3-0,0.0012880978116811932,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,5-1,3-0,0.03788522975532921,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,1-5,3-0,0.0012880978116811932,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,5-2,3-0,0.012880978116811931,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,2-5,3-0,0.0012880978116811932,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,5-3,3-0,0.0049542223526199735,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,3-5,3-0,0.0012880978116811932,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,5-4,3-0,0.0014312197907568813,0
Brazil vs Haiti,2026-06-20T00:32:00Z,2026-06-19T00:15:00+00:00,conversation-brazil-haiti-20260620,4-5,3-0,0.0012880978116811932,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,1-0,0-1,0.10060925311336165,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,0-0,0-1,0.0811364944462594,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,0-1,0-1,0.07397739199511887,1
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,2-0,0-1,0.07860097899481379,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,1-1,0-1,0.11228711284973399,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,0-2,0-1,0.04192052213056736,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,2-1,0-1,0.0811364944462594,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,2-2,0-1,0.050304626556680825,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,1-2,0-1,0.05988646018652479,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,3-0,0-1,0.04192052213056736,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,3-3,0-1,0.012576156639170206,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,0-3,0-1,0.016547574525223954,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,3-1,0-1,0.04336605737644899,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,4-4,0-1,0.002794701475371157,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,1-3,0-1,0.022457422569946796,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,3-2,0-1,0.02418491661378886,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,2-3,0-1,0.01746688422106973,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,4-0,0-1,0.018494347998779716,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,0-4,0-1,0.00786009789948138,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,4-1,0-1,0.018494347998779716,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,1-4,0-1,0.009673966645515545,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,4-2,0-1,0.012576156639170206,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,2-4,0-1,0.00838410442611347,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,4-3,0-1,0.0066190298100895825,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,3-4,0-1,0.00524006526632092,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,5-0,0-1,0.009673966645515545,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,0-5,0-1,0.0025152313278340413,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,5-1,0-1,0.009673966645515545,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,1-5,0-1,0.0034933768442139464,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,5-2,0-1,0.006288078319585103,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,2-5,0-1,0.002794701475371157,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,5-3,0-1,0.0031440391597925515,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,3-5,0-1,0.0015720195798962758,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,5-4,0-1,0.0013973507376855785,0
Turkey vs Paraguay,2026-06-20T03:00:00Z,2026-06-19T00:20:00+00:00,conversation-turkey-paraguay-20260620,4-5,0-1,0.0012576156639170207,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,1-0,5-1,0.08039670195523439,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,0-0,5-1,0.04984595521224532,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,0-1,5-1,0.04792880308869743,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,2-0,5-1,0.08039670195523439,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,1-1,5-1,0.09230732446712096,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,0-2,5-1,0.027090193050133327,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,2-1,5-1,0.08594130209007814,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,2-2,5-1,0.05418038610026665,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,1-2,5-1,0.04984595521224532,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,3-0,5-1,0.05664313092300605,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,3-3,5-1,0.015576861003826664,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,0-3,5-1,0.01246148880306133,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,3-1,5-1,0.062307444015306655,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,4-4,5-1,0.0047928803088697425,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,1-3,5-1,0.02076914800510222,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,3-2,5-1,0.03461524667517036,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,2-3,5-1,0.02076914800510222,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,4-0,5-1,0.02967021143586031,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,0-4,5-1,0.006230744401530665,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,4-1,5-1,0.0327933915870035,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,1-4,5-1,0.009585760617739485,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,4-2,5-1,0.01947107625478333,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,2-4,5-1,0.009585760617739485,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,4-3,5-1,0.01038457400255111,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,3-4,5-1,0.0073302875312125475,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,5-0,5-1,0.014160782730751513,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,0-5,5-1,0.002076914800510222,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,5-1,5-1,0.014835105717930156,1
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,1-5,5-1,0.0034615246675170365,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,5-2,5-1,0.01038457400255111,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,2-5,5-1,0.0034615246675170365,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,5-3,5-1,0.006230744401530665,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,3-5,5-1,0.0024922977606122664,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,5-4,5-1,0.002265725236920242,0
Netherlands vs Sweden,2026-06-20T17:00:00Z,2026-06-20T00:00:00+00:00,conversation-netherlands-sweden-20260620,4-5,5-1,0.0013846098670068146,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,1-0,2-1,0.08317144266340412,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,0-0,2-1,0.04620635703522451,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,0-1,2-1,0.04158572133170206,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,2-0,2-1,0.08911225999650442,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,1-1,2-1,0.08317144266340412,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,0-2,2-1,0.021509855861225204,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,2-1,2-1,0.08603942344490081,1
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,2-2,2-1,0.04798352461350238,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,1-2,2-1,0.04301971172245041,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,3-0,2-1,0.06930953555283677,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,3-3,2-1,0.01417695045398934,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,0-3,2-1,0.010396430332925515,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,3-1,2-1,0.0656616652605822,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,4-4,2-1,0.004455612999825221,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,1-3,2-1,0.01641541631514555,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,3-2,2-1,0.034654767776418384,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,2-3,2-1,0.017327383888209192,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,4-0,2-1,0.038986613748470685,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,0-4,2-1,0.004455612999825221,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,4-1,2-1,0.038986613748470685,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,1-4,2-1,0.007338656705594481,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,4-2,2-1,0.02079286066585103,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,2-4,2-1,0.007797322749694137,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,4-3,2-1,0.010396430332925515,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,3-4,2-1,0.006237858199755309,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,5-0,2-1,0.018346641763986204,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,0-5,2-1,0.0013861907110567354,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,5-1,2-1,0.018346641763986204,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,1-5,2-1,0.0022683120726382944,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,5-2,2-1,0.01134156036319147,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,2-5,2-1,0.0024951432799021236,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,5-3,2-1,0.006237858199755309,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,3-5,2-1,0.0017822451999300883,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,5-4,2-1,0.0022683120726382944,0
Germany vs Ivory Coast,2026-06-20T20:00:00Z,2026-06-20T00:05:00+00:00,conversation-germany-ivory-coast-20260620,4-5,2-1,0.0013861907110567354,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,1-0,0-0,0.09607333262697751,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,0-0,0-0,0.03814676442541754,1
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,0-1,0-0,0.01907338221270877,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,2-0,0-0,0.13234591739430576,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,1-1,0-0,0.044723792774627465,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,0-2,0-0,0.008106187440401228,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,2-1,0-0,0.06826263107706297,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,2-2,0-0,0.017065657769265743,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,1-2,0-0,0.01409771728765431,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,3-0,0-0,0.12471057600617273,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,3-3,0-0,0.005404124960267485,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,0-3,0-0,0.002161649984106994,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,3-1,0-0,0.06484949952320983,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,4-4,0-0,0.0012969899904641965,0
Ecuador vs Curaçao,2026-06-21T00:00:00Z,2026-06-20T00:10:00+00:00,conversation-ecuador-curacao-20260621,1-3,0-0,0.004632107108800702,0
