match,commence_time,logged_at_utc,submission_id,score,actual_score,predicted_probability,hit
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,1-0,1-0,0.10793232825556814,1
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,2-0,1-0,0.05631251908986164,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,2-1,1-0,0.058872179048491714,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,3-0,1-0,0.019046881456864968,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,3-1,1-0,0.020237311547919027,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,3-2,1-0,0.012951879390668178,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,4-0,1-0,0.008634586260445451,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,4-1,1-0,0.008634586260445451,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,4-2,1-0,0.005887217904849171,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,4-3,1-0,0.0025903758781336355,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,5-0,1-0,0.0025903758781336355,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,5-1,1-0,0.0025903758781336355,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,5-2,1-0,0.0014390977100742419,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,5-3,1-0,0.0012951879390668177,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,5-4,1-0,0.0012951879390668177,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,0-0,1-0,0.1349154103194602,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,1-1,1-0,0.12951879390668178,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,2-2,1-0,0.038093762913729935,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,3-3,1-0,0.008094924619167611,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,4-4,1-0,0.0014390977100742419,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,0-1,1-0,0.12218754142139791,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,0-2,1-0,0.0719548855037121,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,1-2,1-0,0.06816778626667461,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,0-3,1-0,0.026983082063892036,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,1-3,1-0,0.025903758781336356,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,2-3,1-0,0.01407812977246541,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,0-4,1-0,0.010793232825556814,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,1-4,1-0,0.010793232825556814,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,2-4,1-0,0.006816778626667462,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,3-4,1-0,0.0032379698476670445,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,0-5,1-0,0.004317293130222726,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,1-5,1-0,0.004047462309583806,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,2-5,1-0,0.002158646565111363,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,3-5,1-0,0.0012951879390668177,0
Ivory Coast vs Ecuador,2026-06-14T23:03:00Z,2026-06-14T21:19:05+00:00,conversation-ivory-coast-ecuador-20260614,4-5,1-0,0.0012951879390668177,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,1-0,5-1,0.10946939939800628,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,2-0,5-1,0.087575519518405,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,2-1,5-1,0.08192548600108855,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,3-0,5-1,0.04884019357757203,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,3-1,5-1,0.04535160832203117,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,3-2,5-1,0.022675804161015584,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,4-0,5-1,0.021164083883614543,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,4-1,5-1,0.019841328640888636,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,4-2,5-1,0.011544045754698841,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,4-3,5-1,0.006349225165084364,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,5-0,5-1,0.010582041941807271,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,5-1,5-1,0.009768038715514406,1
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,5-2,5-1,0.006349225165084364,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,5-3,5-1,0.0025396900660337456,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,5-4,5-1,0.0012698450330168728,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,0-0,5-1,0.087575519518405,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,1-1,5-1,0.11337902080507792,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,2-2,5-1,0.04535160832203117,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,3-3,5-1,0.011544045754698841,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,4-4,5-1,0.0023088091509397683,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,0-1,5-1,0.07469676664805133,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,0-2,5-1,0.035273473139357574,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,1-2,5-1,0.05291020970903636,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,0-3,5-1,0.01380266340235731,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,1-3,5-1,0.018674191662012833,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,2-3,5-1,0.015117202774010388,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,0-4,5-1,0.006349225165084364,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,1-4,5-1,0.007936531456355455,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,2-4,5-1,0.006683394910615119,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,3-4,5-1,0.0042328167767229094,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,0-5,5-1,0.0018140643328812467,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,1-5,5-1,0.0025396900660337456,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,2-5,5-1,0.0021164083883614547,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,3-5,5-1,0.001410938925574303,0
Sweden vs Tunisia,2026-06-15T02:00:00Z,2026-06-14T21:22:38+00:00,conversation-sweden-tunisia-20260614,4-5,5-1,0.0012698450330168728,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-0,0-0,0.08177428474984892,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-0,0-0,0.1234328826412814,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-1,0-0,0.059472207090799215,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-0,0-0,0.13083885559975827,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-1,0-0,0.06230421695226584,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-2,0-0,0.016354856949969784,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-0,0-0,0.10903237966646522,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-1,0-0,0.0503226367691378,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-2,0-0,0.013629047458308152,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-3,0-0,0.004361295186658609,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-0,0-0,0.07268825311097682,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-1,0-0,0.03270971389993957,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-2,0-0,0.010903237966646523,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-3,0-0,0.003270971389993957,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-4,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-0,0-0,0.026167771119951656,1
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-1,0-0,0.03115210847613292,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-2,0-0,0.013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-3,0-0,0.004361295186658609,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-4,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-1,0-0,0.014868051772699804,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-2,0-0,0.005947220709079921,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-2,0-0,0.011894441418159842,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-3,0-0,0.0014537650622195363,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-3,0-0,0.003634412655548841,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-3,0-0,0.00503226367691378,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-4,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-4,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-4,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-4,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-5,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-5,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-5,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-5,0-0,0.0013083885559975828,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-5,0-0,0.0013083885559975828,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-0,1-1,0.11343228731232631,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-0,1-1,0.10587013482483788,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-1,1-1,0.0846961078598703,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-0,1-1,0.06686534831042393,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-1,1-1,0.055236592082524114,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-2,1-1,0.02352669662774175,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-0,1-1,0.033432674155211964,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-1,1-1,0.02646753370620947,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-2,1-1,0.013233766853104735,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-3,1-1,0.0063522080894902735,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-0,1-1,0.013809148020631028,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-1,1-1,0.012704416178980547,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-2,1-1,0.007940260111862841,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-3,1-1,0.0031761040447451368,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-4,1-1,0.0012704416178980547,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-0,1-1,0.07473185987635615,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-1,1-1,0.10163532943184438,1
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-2,1-1,0.04234805392993515,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-3,1-1,0.010587013482483788,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-4,1-1,0.002117402696496758,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-1,1-1,0.05774734626809339,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-2,1-1,0.02443156957496259,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-2,1-1,0.04234805392993515,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-3,1-1,0.010587013482483788,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-3,1-1,0.013809148020631028,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-3,1-1,0.013233766853104735,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-4,1-1,0.003736592993817808,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-4,1-1,0.005774734626809339,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-4,1-1,0.005293506741241894,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-4,1-1,0.003736592993817808,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-5,1-1,0.0012704416178980547,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-5,1-1,0.0014116017976645052,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-5,1-1,0.0014116017976645052,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-5,1-1,0.0012704416178980547,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-5,1-1,0.0012704416178980547,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-0,1-1,0.05341115758530135,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-0,1-1,0.02136446303412054,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-1,1-1,0.0356074383902009,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-0,1-1,0.008545785213648217,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-1,1-1,0.011653343473156658,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-2,1-1,0.011653343473156658,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-0,1-1,0.002563735564094465,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-1,1-1,0.004005836818897602,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-2,1-1,0.0037701993589624484,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-3,1-1,0.0028485950712160723,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-0,1-1,0.0012818677820472324,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-1,1-1,0.0012818677820472324,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-2,1-1,0.0012818677820472324,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-3,1-1,0.0012818677820472324,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-4,1-1,0.0012818677820472324,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-0,1-1,0.07540398717924897,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-1,1-1,0.09156198443194517,1
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-2,1-1,0.03373336268545349,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-3,1-1,0.009156198443194518,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-4,1-1,0.0014242975356080362,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-1,1-1,0.12567331196541498,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-2,1-1,0.11653343473156659,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-2,1-1,0.08545785213648216,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-3,1-1,0.08011673637795202,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-3,1-1,0.05573338182814054,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-3,1-1,0.02136446303412054,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-4,1-1,0.04005836818897601,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-4,1-1,0.02786669091407027,0
