bin,bin_low,bin_high,n,hits,avg_predicted_probability,observed_hit_rate,wilson_low,wilson_high
0.00-0.01,0.0,0.01,771,1,0.0036497068233901685,0.0012970168612191958,0.00022899202641407613,0.007309916422786365
0.01-0.02,0.01,0.02,286,4,0.013924460677042687,0.013986013986013986,0.005451972133212102,0.03540297963550522
0.02-0.03,0.02,0.03,127,4,0.024307992175471683,0.031496062992125984,0.012315000096796348,0.07818734470602129
0.03-0.04,0.03,0.04,77,2,0.03524697432083363,0.025974025974025976,0.007152159807893181,0.08984582779753134
0.04-0.05,0.04,0.05,85,3,0.04490528809695646,0.03529411764705882,0.012075041854642116,0.09870047839606455
0.05-0.07,0.05,0.075,136,12,0.061925930234401336,0.08823529411764706,0.05119458911689113,0.1478984341931179
0.07-0.10,0.075,0.1,133,10,0.08584887827375787,0.07518796992481203,0.0413507970129073,0.13287607126342424
0.10-0.15,0.1,0.15,98,12,0.11544572448372047,0.12244897959183673,0.07145200242109419,0.201928398283032
