match,commence_time,logged_at_utc,submission_id,score,actual_score,displayed_probability_pct,hit
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-1,0-0,3.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-2,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-3,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,5-4,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-0,0-0,3.0,1
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-1,0-0,1.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-2,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-3,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-4,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-1,0-0,1.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-2,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-2,0-0,2.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-3,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-3,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-3,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-4,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-4,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-4,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-4,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,0-5,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,1-5,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,2-5,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,3-5,0-0,0.0,0
Spain vs Cape Verde,2026-06-15T16:01:00Z,2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,4-5,0-0,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-0,1-1,7.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-0,1-1,14.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-1,1-1,17.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-0,1-1,14.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-1,1-1,13.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-2,1-1,1.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-0,1-1,7.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-1,1-1,2.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-2,1-1,1.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-3,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-0,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-1,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-2,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-3,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,5-4,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-0,1-1,12.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-1,1-1,11.0,1
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-2,1-1,2.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-3,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-4,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-1,1-1,1.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-2,1-1,1.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-2,1-1,2.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-3,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-3,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-3,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-4,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-4,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-4,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-4,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,0-5,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,1-5,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,2-5,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,3-5,1-1,0.0,0
Belgium vs Egypt,2026-06-15T19:00:00Z,2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,4-5,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-0,1-1,2.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-0,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-1,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-0,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-1,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-2,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-0,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-1,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-2,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-3,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-0,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-1,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-2,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-3,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,5-4,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-0,1-1,36.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-1,1-1,5.0,1
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-2,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-3,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-4,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-1,1-1,9.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-2,1-1,18.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-2,1-1,13.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-3,1-1,3.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-3,1-1,5.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-3,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-4,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-4,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-4,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-4,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,0-5,1-1,1.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,1-5,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,2-5,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,3-5,1-1,0.0,0
Saudi Arabia vs Uruguay,2026-06-15T22:03:00Z,2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,4-5,1-1,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,1-0,2-2,12.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,2-0,2-2,13.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,2-1,2-2,8.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,3-0,2-2,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,3-1,2-2,2.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,3-2,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,4-0,2-2,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,4-1,2-2,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,4-2,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,4-3,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,5-0,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,5-1,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,5-2,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,5-3,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,5-4,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,0-0,2-2,44.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,1-1,2-2,7.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,2-2,2-2,1.0,1
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,3-3,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,4-4,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,0-1,2-2,2.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,0-2,2-2,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,1-2,2-2,2.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,0-3,2-2,2.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,1-3,2-2,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,2-3,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,0-4,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,1-4,2-2,1.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,2-4,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,3-4,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,0-5,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,1-5,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,2-5,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,3-5,2-2,0.0,0
Iran vs New Zealand,2026-06-16T01:03:00Z,2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,4-5,2-2,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,1-0,3-1,4.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,2-0,3-1,12.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,2-1,3-1,23.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,3-0,3-1,5.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,3-1,3-1,20.0,1
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,3-2,3-1,7.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,4-0,3-1,2.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,4-1,3-1,4.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,4-2,3-1,1.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,4-3,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,5-0,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,5-1,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,5-2,3-1,1.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,5-3,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,5-4,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,0-0,3-1,7.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,1-1,3-1,4.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,2-2,3-1,3.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,3-3,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,4-4,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,0-1,3-1,2.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,0-2,3-1,1.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,1-2,3-1,5.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,0-3,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,1-3,3-1,1.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,2-3,3-1,2.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,0-4,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,1-4,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,2-4,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,3-4,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,0-5,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,1-5,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,2-5,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,3-5,3-1,0.0,0
France vs Senegal,2026-06-16T19:02:00Z,2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,4-5,3-1,0.0,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,0-0,1-4,2.3811,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,0-1,1-4,8.8949,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,0-2,1-4,19.2228,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,0-3,1-4,12.8989,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,0-4,1-4,6.9241,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,1-0,1-4,0.6183,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,1-1,1-4,1.7901,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,1-2,1-4,19.3694,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,1-3,1-4,8.2789,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,1-4,1-4,1.8174,1
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,2-0,1-4,0.2333,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,2-1,1-4,0.8781,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,2-2,1-4,0.7189,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,2-3,1-4,1.7768,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,2-4,1-4,0.7728,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,3-0,1-4,0.0389,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,3-1,1-4,0.0922,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,3-2,1-4,0.0958,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,3-3,1-4,0.0965,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,3-4,1-4,0.0841,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,4-0,1-4,0.0067,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,4-1,1-4,0.0133,0
Iraq vs Norway,2026-06-16T22:00:00Z,2026-06-16T21:59:00+00:00,model-injected-iraq-norway-20260617,4-2,1-4,0.006,0
