event_id,commence_time,home_team,away_team,bookmaker_key,bookmaker,bookmaker_last_update,market,market_last_update,outcome,price,point
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,h2h,2026-06-12T22:37:38Z,Paraguay,4.14,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,h2h,2026-06-12T22:37:38Z,USA,2.12,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,h2h,2026-06-12T22:37:38Z,Draw,3.23,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,spreads,2026-06-12T22:37:38Z,Paraguay,1.83,0.5
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,spreads,2026-06-12T22:37:38Z,USA,2.12,-0.5
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,totals,2026-06-12T22:37:38Z,Over,1.88,2.0
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,pinnacle,Pinnacle,2026-06-12T22:37:39Z,totals,2026-06-12T22:37:38Z,Under,2.03,2.0
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,betfair_ex_eu,Betfair,2026-06-12T22:37:24Z,h2h,2026-06-12T22:37:23Z,Paraguay,4.2,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,betfair_ex_eu,Betfair,2026-06-12T22:37:24Z,h2h,2026-06-12T22:37:23Z,USA,2.14,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,betfair_ex_eu,Betfair,2026-06-12T22:37:24Z,h2h,2026-06-12T22:37:23Z,Draw,3.3,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,everygame,Everygame,2026-06-12T22:37:39Z,h2h,2026-06-12T22:37:39Z,Paraguay,4.0,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,everygame,Everygame,2026-06-12T22:37:39Z,h2h,2026-06-12T22:37:39Z,USA,2.05,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,everygame,Everygame,2026-06-12T22:37:39Z,h2h,2026-06-12T22:37:39Z,Draw,3.15,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,coolbet,Coolbet,2026-06-12T22:37:50Z,h2h,2026-06-12T22:37:50Z,Paraguay,4.1,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,coolbet,Coolbet,2026-06-12T22:37:50Z,h2h,2026-06-12T22:37:50Z,USA,2.12,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,coolbet,Coolbet,2026-06-12T22:37:50Z,h2h,2026-06-12T22:37:50Z,Draw,3.24,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,coolbet,Coolbet,2026-06-12T22:37:50Z,totals,2026-06-12T22:37:50Z,Over,1.85,2.0
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,coolbet,Coolbet,2026-06-12T22:37:50Z,totals,2026-06-12T22:37:50Z,Under,2.09,2.0
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,sport888,888sport,2026-06-12T22:37:22Z,h2h,2026-06-12T22:37:22Z,Paraguay,3.6,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,sport888,888sport,2026-06-12T22:37:22Z,h2h,2026-06-12T22:37:22Z,USA,2.0,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,sport888,888sport,2026-06-12T22:37:22Z,h2h,2026-06-12T22:37:22Z,Draw,3.1,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,williamhill,William Hill,2026-06-12T22:36:58Z,h2h,2026-06-12T22:36:57Z,Paraguay,3.75,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,williamhill,William Hill,2026-06-12T22:36:58Z,h2h,2026-06-12T22:36:57Z,USA,2.0,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,williamhill,William Hill,2026-06-12T22:36:58Z,h2h,2026-06-12T22:36:57Z,Draw,3.2,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,williamhill,William Hill,2026-06-12T22:36:58Z,totals,2026-06-12T22:36:57Z,Over,2.3,2.5
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,williamhill,William Hill,2026-06-12T22:36:58Z,totals,2026-06-12T22:36:57Z,Under,1.55,2.5
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,unibet_nl,Unibet (NL),2026-06-12T22:37:11Z,h2h,2026-06-12T22:37:10Z,Paraguay,4.2,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,unibet_nl,Unibet (NL),2026-06-12T22:37:11Z,h2h,2026-06-12T22:37:10Z,USA,2.1,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,unibet_nl,Unibet (NL),2026-06-12T22:37:11Z,h2h,2026-06-12T22:37:10Z,Draw,3.3,
c12986f447a515fbe641addd786dbb24,2026-06-13T01:00:00Z,USA,Paraguay,unibet_nl,Unibet (NL),2026-06-12T22:37:11Z,totals,2026-06-12T22:37:10Z,Over,2.4,2.5
