season,method,matches,outcome_rows,brier,log_loss,ece_10bin,tail85_n,tail85_avg_predicted_probability,tail85_observed_hit_rate,tail90_n,tail90_avg_predicted_probability,tail90_observed_hit_rate
2024-25,proportional,7681,23043,0.19852003559458203,0.9968871468744949,0.007716914466709706,48,0.8677660439058866,0.875,1,0.9248228860411009,1.0
2024-25,power,7681,23043,0.1984393944487071,0.9964578249524554,0.0020613450226305615,110,0.8816622382432174,0.8909090909090909,20,0.9200650263357302,0.85
2025-26,proportional,7646,22938,0.19931218087924044,0.9997880087735658,0.008858633868025725,22,0.8619811987525214,0.8181818181818182,0,0.0,0.0
2025-26,power,7646,22938,0.19919235501564886,0.9989768198626033,0.005282188904498791,70,0.8811643863942884,0.8428571428571429,16,0.9145063708823357,0.75
