division,sheet,date,match,outcome,actual_outcome,odds_source,predicted_probability,hit
E0,E0,45884,Liverpool vs Bournemouth,H,H,closing_average,0.7337278106508877,1
E0,E0,45884,Liverpool vs Bournemouth,D,H,closing_average,0.15722738799661878,0
E0,E0,45884,Liverpool vs Bournemouth,A,H,closing_average,0.10904480135249367,0
E0,E0,45885,Aston Villa vs Newcastle,H,D,closing_average,0.3983692510117422,0
E0,E0,45885,Aston Villa vs Newcastle,D,D,closing_average,0.2780407089172863,1
E0,E0,45885,Aston Villa vs Newcastle,A,D,closing_average,0.3235900400709714,0
E0,E0,45885,Brighton vs Fulham,H,D,closing_average,0.5175113638639139,0
E0,E0,45885,Brighton vs Fulham,D,D,closing_average,0.26017741644806663,1
E0,E0,45885,Brighton vs Fulham,A,D,closing_average,0.2223112196880194,0
E0,E0,45885,Sunderland vs West Ham,H,H,closing_average,0.2790438371706344,1
E0,E0,45885,Sunderland vs West Ham,D,H,closing_average,0.2992899199937404,0
E0,E0,45885,Sunderland vs West Ham,A,H,closing_average,0.4216662428356253,0
E0,E0,45885,Tottenham vs Burnley,H,H,closing_average,0.6104420846606088,1
E0,E0,45885,Tottenham vs Burnley,D,H,closing_average,0.23595641676407572,0
E0,E0,45885,Tottenham vs Burnley,A,H,closing_average,0.15360149857531552,0
E0,E0,45885,Wolves vs Man City,H,A,closing_average,0.15204743790557168,0
E0,E0,45885,Wolves vs Man City,D,A,closing_average,0.21962407697471467,0
E0,E0,45885,Wolves vs Man City,A,A,closing_average,0.6283284851197136,1
E0,E0,45886,Chelsea vs Crystal Palace,H,D,closing_average,0.521790667351535,0
E0,E0,45886,Chelsea vs Crystal Palace,D,D,closing_average,0.25528468133865423,1
E0,E0,45886,Chelsea vs Crystal Palace,A,D,closing_average,0.22292465130981076,0
E0,E0,45886,Nott'm Forest vs Brentford,H,H,closing_average,0.4964338245497183,1
E0,E0,45886,Nott'm Forest vs Brentford,D,H,closing_average,0.27563622235173313,0
E0,E0,45886,Nott'm Forest vs Brentford,A,H,closing_average,0.22792995309854852,0
E0,E0,45886,Man United vs Arsenal,H,A,closing_average,0.2507488052474305,0
E0,E0,45886,Man United vs Arsenal,D,A,closing_average,0.2568481005102058,0
E0,E0,45886,Man United vs Arsenal,A,A,closing_average,0.4924030942423636,1
E0,E0,45887,Leeds vs Everton,H,H,closing_average,0.4049438309899639,1
E0,E0,45887,Leeds vs Everton,D,H,closing_average,0.29519269922632874,0
E0,E0,45887,Leeds vs Everton,A,H,closing_average,0.29986346978370737,0
E0,E0,45891,West Ham vs Chelsea,H,A,closing_average,0.19979687034367832,0
E0,E0,45891,West Ham vs Chelsea,D,A,closing_average,0.24843851678860526,0
E0,E0,45891,West Ham vs Chelsea,A,A,closing_average,0.5517646128677164,1
E0,E0,45892,Man City vs Tottenham,H,A,closing_average,0.6165201005025125,0
E0,E0,45892,Man City vs Tottenham,D,A,closing_average,0.2095896147403685,0
E0,E0,45892,Man City vs Tottenham,A,A,closing_average,0.1738902847571189,1
E0,E0,45892,Bournemouth vs Wolves,H,H,closing_average,0.5268842451279644,1
E0,E0,45892,Bournemouth vs Wolves,D,H,closing_average,0.2535806527353839,0
E0,E0,45892,Bournemouth vs Wolves,A,H,closing_average,0.21953510213665178,0
E0,E0,45892,Brentford vs Aston Villa,H,H,closing_average,0.2913027480295137,1
E0,E0,45892,Brentford vs Aston Villa,D,H,closing_average,0.27441563220171583,0
E0,E0,45892,Brentford vs Aston Villa,A,H,closing_average,0.4342816197687704,0
E0,E0,45892,Burnley vs Sunderland,H,H,closing_average,0.3992966394998325,1
E0,E0,45892,Burnley vs Sunderland,D,H,closing_average,0.30557106173942167,0
E0,E0,45892,Burnley vs Sunderland,A,H,closing_average,0.29513229876074576,0
E0,E0,45892,Arsenal vs Leeds,H,H,closing_average,0.7158688565734552,1
E0,E0,45892,Arsenal vs Leeds,D,H,closing_average,0.17763163791841333,0
E0,E0,45892,Arsenal vs Leeds,A,H,closing_average,0.1064995055081315,0
E0,E0,45893,Crystal Palace vs Nott'm Forest,H,D,closing_average,0.39703020255171917,0
E0,E0,45893,Crystal Palace vs Nott'm Forest,D,D,closing_average,0.29287104447487927,1
E0,E0,45893,Crystal Palace vs Nott'm Forest,A,D,closing_average,0.31009875297340156,0
E0,E0,45893,Everton vs Brighton,H,H,closing_average,0.32661816074561756,1
E0,E0,45893,Everton vs Brighton,D,H,closing_average,0.28359061861146434,0
E0,E0,45893,Everton vs Brighton,A,H,closing_average,0.38979122064291805,0
E0,E0,45893,Fulham vs Man United,H,D,closing_average,0.27460759865043277,0
E0,E0,45893,Fulham vs Man United,D,D,closing_average,0.2699134516649553,1
E0,E0,45893,Fulham vs Man United,A,D,closing_average,0.45547894968461194,0
E0,E0,45894,Newcastle vs Liverpool,H,A,closing_average,0.32519170690144844,0
E0,E0,45894,Newcastle vs Liverpool,D,A,closing_average,0.26015336552115875,0
E0,E0,45894,Newcastle vs Liverpool,A,A,closing_average,0.4146549275773928,1
E0,E0,45899,Chelsea vs Fulham,H,H,closing_average,0.5691699946157767,1
E0,E0,45899,Chelsea vs Fulham,D,H,closing_average,0.24186104096904504,0
E0,E0,45899,Chelsea vs Fulham,A,H,closing_average,0.18896896441517833,0
E0,E0,45899,Man United vs Burnley,H,H,closing_average,0.6876130942589243,1
E0,E0,45899,Man United vs Burnley,D,H,closing_average,0.1875308438887975,0
E0,E0,45899,Man United vs Burnley,A,H,closing_average,0.12485606185227832,0
E0,E0,45899,Sunderland vs Brentford,H,H,closing_average,0.30553055305530546,1
E0,E0,45899,Sunderland vs Brentford,D,H,closing_average,0.2914291429142914,0
E0,E0,45899,Sunderland vs Brentford,A,H,closing_average,0.403040304030403,0
E0,E0,45899,Tottenham vs Bournemouth,H,A,closing_average,0.5009549453646014,0
E0,E0,45899,Tottenham vs Bournemouth,D,A,closing_average,0.25248129246375905,0
E0,E0,45899,Tottenham vs Bournemouth,A,A,closing_average,0.24656376217163972,1
E0,E0,45899,Wolves vs Everton,H,A,closing_average,0.2852184637764803,0
E0,E0,45899,Wolves vs Everton,D,A,closing_average,0.30539468950986476,0
E0,E0,45899,Wolves vs Everton,A,A,closing_average,0.40938684671365494,1
E0,E0,45899,Leeds vs Newcastle,H,D,closing_average,0.2581434378846082,0
E0,E0,45899,Leeds vs Newcastle,D,D,closing_average,0.28196024316562857,1
E0,E0,45899,Leeds vs Newcastle,A,D,closing_average,0.4598963189497631,0
E0,E0,45900,Brighton vs Man City,H,H,closing_average,0.2730258903861573,1
E0,E0,45900,Brighton vs Man City,D,H,closing_average,0.2602746812197708,0
E0,E0,45900,Brighton vs Man City,A,H,closing_average,0.46669942839407197,0
E0,E0,45900,Nott'm Forest vs West Ham,H,A,closing_average,0.5737904164260286,0
E0,E0,45900,Nott'm Forest vs West Ham,D,A,closing_average,0.23609830102317886,0
E0,E0,45900,Nott'm Forest vs West Ham,A,A,closing_average,0.19011128255079257,1
E0,E0,45900,Liverpool vs Arsenal,H,H,closing_average,0.40014611303400116,1
E0,E0,45900,Liverpool vs Arsenal,D,H,closing_average,0.2847886750422171,0
E0,E0,45900,Liverpool vs Arsenal,A,H,closing_average,0.3150652119237817,0
E0,E0,45900,Aston Villa vs Crystal Palace,H,A,closing_average,0.45392651852074634,0
E0,E0,45900,Aston Villa vs Crystal Palace,D,A,closing_average,0.27028673040124207,0
E0,E0,45900,Aston Villa vs Crystal Palace,A,A,closing_average,0.2757867510780116,1
E0,E0,45913,Arsenal vs Nott'm Forest,H,H,closing_average,0.6740898550178165,1
E0,E0,45913,Arsenal vs Nott'm Forest,D,H,closing_average,0.1988424049320337,0
E0,E0,45913,Arsenal vs Nott'm Forest,A,H,closing_average,0.12706774005014987,0
E0,E0,45913,Bournemouth vs Brighton,H,H,closing_average,0.3925240315979823,1
E0,E0,45913,Bournemouth vs Brighton,D,H,closing_average,0.2706291044065861,0
E0,E0,45913,Bournemouth vs Brighton,A,H,closing_average,0.3368468639954316,0
E0,E0,45913,Crystal Palace vs Sunderland,H,D,closing_average,0.5647133178712683,0
E0,E0,45913,Crystal Palace vs Sunderland,D,D,closing_average,0.2599228421982824,1
E0,E0,45913,Crystal Palace vs Sunderland,A,D,closing_average,0.17536383993044932,0
E0,E0,45913,Everton vs Aston Villa,H,D,closing_average,0.3630470016207455,0
E0,E0,45913,Everton vs Aston Villa,D,D,closing_average,0.2972447325769854,1
E0,E0,45913,Everton vs Aston Villa,A,D,closing_average,0.33970826580226904,0
E0,E0,45913,Fulham vs Leeds,H,H,closing_average,0.4655722285092812,1
E0,E0,45913,Fulham vs Leeds,D,H,closing_average,0.28183007304419394,0
E0,E0,45913,Fulham vs Leeds,A,H,closing_average,0.2525976984465249,0
E0,E0,45913,Newcastle vs Wolves,H,H,closing_average,0.6981400495284261,1
E0,E0,45913,Newcastle vs Wolves,D,H,closing_average,0.18989409347173192,0
E0,E0,45913,Newcastle vs Wolves,A,H,closing_average,0.11196585699984192,0
E0,E0,45913,West Ham vs Tottenham,H,A,closing_average,0.2908214109804011,0
E0,E0,45913,West Ham vs Tottenham,D,A,closing_average,0.27093618629798055,0
E0,E0,45913,West Ham vs Tottenham,A,A,closing_average,0.4382424027216183,1
E0,E0,45913,Brentford vs Chelsea,H,D,closing_average,0.22561818308360765,0
E0,E0,45913,Brentford vs Chelsea,D,D,closing_average,0.25533670719945917,1
E0,E0,45913,Brentford vs Chelsea,A,D,closing_average,0.5190451097169333,0
E0,E0,45914,Burnley vs Liverpool,H,A,closing_average,0.10994277947999385,0
E0,E0,45914,Burnley vs Liverpool,D,A,closing_average,0.17126465467731897,0
E0,E0,45914,Burnley vs Liverpool,A,A,closing_average,0.7187925658426871,1
E0,E0,45914,Man City vs Man United,H,H,closing_average,0.5746579417013683,1
E0,E0,45914,Man City vs Man United,D,H,closing_average,0.22903033908387868,0
E0,E0,45914,Man City vs Man United,A,H,closing_average,0.19631171921475313,0
E0,E0,45920,Liverpool vs Everton,H,H,closing_average,0.6303464683741683,1
E0,E0,45920,Liverpool vs Everton,D,H,closing_average,0.21880992350459638,0
E0,E0,45920,Liverpool vs Everton,A,H,closing_average,0.15084360812123523,0
E0,E0,45920,Brighton vs Tottenham,H,D,closing_average,0.43689510178580326,0
E0,E0,45920,Brighton vs Tottenham,D,D,closing_average,0.2611742068526703,1
E0,E0,45920,Brighton vs Tottenham,A,D,closing_average,0.30193069136152645,0
E0,E0,45920,Burnley vs Nott'm Forest,H,D,closing_average,0.2782080989485941,0
E0,E0,45920,Burnley vs Nott'm Forest,D,D,closing_average,0.2866131774666785,1
E0,E0,45920,Burnley vs Nott'm Forest,A,D,closing_average,0.4351787235847275,0
E0,E0,45920,West Ham vs Crystal Palace,H,A,closing_average,0.31202161188653765,0
E0,E0,45920,West Ham vs Crystal Palace,D,A,closing_average,0.27735254389914454,0
E0,E0,45920,West Ham vs Crystal Palace,A,A,closing_average,0.4106258442143179,1
E0,E0,45920,Wolves vs Leeds,H,A,closing_average,0.3277244382856577,0
E0,E0,45920,Wolves vs Leeds,D,A,closing_average,0.30644363060477087,0
E0,E0,45920,Wolves vs Leeds,A,A,closing_average,0.3658319311095714,1
E0,E0,45920,Man United vs Chelsea,H,H,closing_average,0.35957323877891834,1
E0,E0,45920,Man United vs Chelsea,D,H,closing_average,0.262230207286283,0
E0,E0,45920,Man United vs Chelsea,A,H,closing_average,0.37819655393479856,0
E0,E0,45920,Fulham vs Brentford,H,H,closing_average,0.4471160781395914,1
E0,E0,45920,Fulham vs Brentford,D,H,closing_average,0.28811127223584615,0
E0,E0,45920,Fulham vs Brentford,A,H,closing_average,0.26477264962456254,0
E0,E0,45921,Bournemouth vs Newcastle,H,D,closing_average,0.39817100538599637,0
E0,E0,45921,Bournemouth vs Newcastle,D,D,closing_average,0.28803859964093353,1
E0,E0,45921,Bournemouth vs Newcastle,A,D,closing_average,0.31379039497307,0
E0,E0,45921,Sunderland vs Aston Villa,H,D,closing_average,0.2495431232682898,0
E0,E0,45921,Sunderland vs Aston Villa,D,D,closing_average,0.28562164711430765,1
E0,E0,45921,Sunderland vs Aston Villa,A,D,closing_average,0.4648352296174026,0
E0,E0,45921,Arsenal vs Man City,H,D,closing_average,0.4640503140948692,0
E0,E0,45921,Arsenal vs Man City,D,D,closing_average,0.26721998424002297,1
E0,E0,45921,Arsenal vs Man City,A,D,closing_average,0.26872970166510785,0
E0,E0,45927,Brentford vs Man United,H,H,closing_average,0.2876410004904365,1
E0,E0,45927,Brentford vs Man United,D,H,closing_average,0.2538008827856792,0
E0,E0,45927,Brentford vs Man United,A,H,closing_average,0.45855811672388425,0
E0,E0,45927,Chelsea vs Brighton,H,A,closing_average,0.4801639820523581,0
E0,E0,45927,Chelsea vs Brighton,D,A,closing_average,0.25352658252364507,0
E0,E0,45927,Chelsea vs Brighton,A,A,closing_average,0.26630943542399693,1
E0,E0,45927,Crystal Palace vs Liverpool,H,H,closing_average,0.2366725228990056,1
E0,E0,45927,Crystal Palace vs Liverpool,D,H,closing_average,0.255810462756068,0
E0,E0,45927,Crystal Palace vs Liverpool,A,H,closing_average,0.5075170143449264,0
E0,E0,45927,Leeds vs Bournemouth,H,D,closing_average,0.3205476799444897,0
E0,E0,45927,Leeds vs Bournemouth,D,D,closing_average,0.29375267264262833,1
E0,E0,45927,Leeds vs Bournemouth,A,D,closing_average,0.3856996474128819,0
E0,E0,45927,Man City vs Burnley,H,H,closing_average,0.7977688578428818,1
E0,E0,45927,Man City vs Burnley,D,H,closing_average,0.13523432205598707,0
E0,E0,45927,Man City vs Burnley,A,H,closing_average,0.06699682010113121,0
E0,E0,45927,Nott'm Forest vs Sunderland,H,A,closing_average,0.5422306585851556,0
E0,E0,45927,Nott'm Forest vs Sunderland,D,A,closing_average,0.257155461388624,0
E0,E0,45927,Nott'm Forest vs Sunderland,A,A,closing_average,0.20061388002622035,1
E0,E0,45927,Tottenham vs Wolves,H,D,closing_average,0.6206529547294651,0
E0,E0,45927,Tottenham vs Wolves,D,D,closing_average,0.22238852944638915,1
E0,E0,45927,Tottenham vs Wolves,A,D,closing_average,0.15695851582414572,0
E0,E0,45928,Aston Villa vs Fulham,H,H,closing_average,0.422279974713774,1
E0,E0,45928,Aston Villa vs Fulham,D,H,closing_average,0.2932499824401208,0
E0,E0,45928,Aston Villa vs Fulham,A,H,closing_average,0.2844700428461053,0
E0,E0,45928,Newcastle vs Arsenal,H,A,closing_average,0.2792199235735934,0
E0,E0,45928,Newcastle vs Arsenal,D,A,closing_average,0.291210963236263,0
E0,E0,45928,Newcastle vs Arsenal,A,A,closing_average,0.4295691131901436,1
E0,E0,45929,Everton vs West Ham,H,D,closing_average,0.5750905544719978,0
E0,E0,45929,Everton vs West Ham,D,D,closing_average,0.24519364725550288,1
E0,E0,45929,Everton vs West Ham,A,D,closing_average,0.17971579827249928,0
E0,E0,45933,Bournemouth vs Fulham,H,H,closing_average,0.48666598259872695,1
E0,E0,45933,Bournemouth vs Fulham,D,H,closing_average,0.2766759959380517,0
E0,E0,45933,Bournemouth vs Fulham,A,H,closing_average,0.23665802146322132,0
E0,E0,45934,Leeds vs Tottenham,H,A,closing_average,0.34490764106187544,0
E0,E0,45934,Leeds vs Tottenham,D,A,closing_average,0.2831331381851216,0
E0,E0,45934,Leeds vs Tottenham,A,A,closing_average,0.371959220753003,1
E0,E0,45934,Arsenal vs West Ham,H,H,closing_average,0.8046708904942724,1
E0,E0,45934,Arsenal vs West Ham,D,H,closing_average,0.13042742455813755,0
E0,E0,45934,Arsenal vs West Ham,A,H,closing_average,0.06490168494758997,0
E0,E0,45934,Man United vs Sunderland,H,H,closing_average,0.5892047570030005,1
E0,E0,45934,Man United vs Sunderland,D,H,closing_average,0.22479138833526796,0
E0,E0,45934,Man United vs Sunderland,A,H,closing_average,0.18600385466173155,0
E0,E0,45934,Chelsea vs Liverpool,H,H,closing_average,0.32993655066333394,1
E0,E0,45934,Chelsea vs Liverpool,D,H,closing_average,0.26014228033070563,0
E0,E0,45934,Chelsea vs Liverpool,A,H,closing_average,0.40992116900596043,0
E0,E0,45935,Aston Villa vs Burnley,H,H,closing_average,0.6114073216682469,1
E0,E0,45935,Aston Villa vs Burnley,D,H,closing_average,0.23399539471253894,0
E0,E0,45935,Aston Villa vs Burnley,A,H,closing_average,0.15459728361921415,0
E0,E0,45935,Everton vs Crystal Palace,H,H,closing_average,0.3578387228817029,1
E0,E0,45935,Everton vs Crystal Palace,D,H,closing_average,0.3058943921408105,0
E0,E0,45935,Everton vs Crystal Palace,A,H,closing_average,0.33626688497748675,0
E0,E0,45935,Newcastle vs Nott'm Forest,H,H,closing_average,0.6286130016428069,1
E0,E0,45935,Newcastle vs Nott'm Forest,D,H,closing_average,0.21475240553860594,0
E0,E0,45935,Newcastle vs Nott'm Forest,A,H,closing_average,0.15663459281858716,0
E0,E0,45935,Wolves vs Brighton,H,D,closing_average,0.2744514633872837,0
E0,E0,45935,Wolves vs Brighton,D,D,closing_average,0.26900908309348487,1
E0,E0,45935,Wolves vs Brighton,A,D,closing_average,0.4565394535192315,0
E0,E0,45935,Brentford vs Man City,H,A,closing_average,0.18838467016825422,0
E0,E0,45935,Brentford vs Man City,D,A,closing_average,0.22669255764266003,0
E0,E0,45935,Brentford vs Man City,A,A,closing_average,0.5849227721890856,1
E0,E0,45948,Nott'm Forest vs Chelsea,H,A,closing_average,0.3079323395992106,0
E0,E0,45948,Nott'm Forest vs Chelsea,D,A,closing_average,0.27561291037013885,0
E0,E0,45948,Nott'm Forest vs Chelsea,A,A,closing_average,0.4164547500306504,1
E0,E0,45948,Brighton vs Newcastle,H,H,closing_average,0.33187160147342576,1
E0,E0,45948,Brighton vs Newcastle,D,H,closing_average,0.2759165058761621,0
E0,E0,45948,Brighton vs Newcastle,A,H,closing_average,0.39221189265041223,0
E0,E0,45948,Burnley vs Leeds,H,H,closing_average,0.2724954209269435,1
E0,E0,45948,Burnley vs Leeds,D,H,closing_average,0.2944981567781874,0
E0,E0,45948,Burnley vs Leeds,A,H,closing_average,0.4330064222948692,0
E0,E0,45948,Crystal Palace vs Bournemouth,H,D,closing_average,0.4449379041950438,0
E0,E0,45948,Crystal Palace vs Bournemouth,D,D,closing_average,0.27956275396325764,1
E0,E0,45948,Crystal Palace vs Bournemouth,A,D,closing_average,0.27549934184169866,0
E0,E0,45948,Man City vs Everton,H,H,closing_average,0.6577212977460583,1
E0,E0,45948,Man City vs Everton,D,H,closing_average,0.21235844590904124,0
E0,E0,45948,Man City vs Everton,A,H,closing_average,0.1299202563449004,0
E0,E0,45948,Sunderland vs Wolves,H,H,closing_average,0.38019579325601005,1
E0,E0,45948,Sunderland vs Wolves,D,H,closing_average,0.31243812713117664,0
E0,E0,45948,Sunderland vs Wolves,A,H,closing_average,0.30736607961281337,0
E0,E0,45948,Fulham vs Arsenal,H,A,closing_average,0.14019443873033477,0
E0,E0,45948,Fulham vs Arsenal,D,A,closing_average,0.22706132780008764,0
E0,E0,45948,Fulham vs Arsenal,A,A,closing_average,0.6327442334695775,1
E0,E0,45949,Tottenham vs Aston Villa,H,A,closing_average,0.4229249011857707,0
E0,E0,45949,Tottenham vs Aston Villa,D,A,closing_average,0.28194993412384717,0
E0,E0,45949,Tottenham vs Aston Villa,A,A,closing_average,0.295125164690382,1
E0,E0,45949,Liverpool vs Man United,H,A,closing_average,0.5696690882091747,0
E0,E0,45949,Liverpool vs Man United,D,A,closing_average,0.2212435761184469,0
E0,E0,45949,Liverpool vs Man United,A,A,closing_average,0.20908733567237836,1
E0,E0,45950,West Ham vs Brentford,H,A,closing_average,0.3441268523379853,0
E0,E0,45950,West Ham vs Brentford,D,A,closing_average,0.287644025510474,0
E0,E0,45950,West Ham vs Brentford,A,A,closing_average,0.3682291221515407,1
E0,E0,45954,Leeds vs West Ham,H,H,closing_average,0.5307004642478034,1
E0,E0,45954,Leeds vs West Ham,D,H,closing_average,0.26097632719878244,0
E0,E0,45954,Leeds vs West Ham,A,H,closing_average,0.2083232085534141,0
E0,E0,45955,Chelsea vs Sunderland,H,A,closing_average,0.6585081585081585,0
E0,E0,45955,Chelsea vs Sunderland,D,A,closing_average,0.2097902097902098,0
E0,E0,45955,Chelsea vs Sunderland,A,A,closing_average,0.1317016317016317,1
E0,E0,45955,Newcastle vs Fulham,H,H,closing_average,0.5932253609807459,1
E0,E0,45955,Newcastle vs Fulham,D,H,closing_average,0.23788485653363242,0
E0,E0,45955,Newcastle vs Fulham,A,H,closing_average,0.16888978248562161,0
E0,E0,45955,Man United vs Brighton,H,H,closing_average,0.4760860026327337,1
E0,E0,45955,Man United vs Brighton,D,H,closing_average,0.24608081694523118,0
E0,E0,45955,Man United vs Brighton,A,H,closing_average,0.2778331804220352,0
E0,E0,45955,Brentford vs Liverpool,H,H,closing_average,0.2420485675813716,1
E0,E0,45955,Brentford vs Liverpool,D,H,closing_average,0.23661605608952038,0
E0,E0,45955,Brentford vs Liverpool,A,H,closing_average,0.521335376329108,0
E0,E0,45956,Arsenal vs Crystal Palace,H,H,closing_average,0.6887758468028959,1
E0,E0,45956,Arsenal vs Crystal Palace,D,H,closing_average,0.19358669421344116,0
E0,E0,45956,Arsenal vs Crystal Palace,A,H,closing_average,0.1176374589836629,0
E0,E0,45956,Aston Villa vs Man City,H,H,closing_average,0.22783389450056116,1
E0,E0,45956,Aston Villa vs Man City,D,H,closing_average,0.25140291806958476,0
E0,E0,45956,Aston Villa vs Man City,A,H,closing_average,0.5207631874298541,0
E0,E0,45956,Bournemouth vs Nott'm Forest,H,H,closing_average,0.48693867551032727,1
E0,E0,45956,Bournemouth vs Nott'm Forest,D,H,closing_average,0.2644931524359716,0
E0,E0,45956,Bournemouth vs Nott'm Forest,A,H,closing_average,0.24856817205370105,0
E0,E0,45956,Wolves vs Burnley,H,A,closing_average,0.49401879216855005,0
E0,E0,45956,Wolves vs Burnley,D,A,closing_average,0.28742911544352,0
E0,E0,45956,Wolves vs Burnley,A,A,closing_average,0.21855209238792997,1
E0,E0,45956,Everton vs Tottenham,H,A,closing_average,0.4307869219293883,0
E0,E0,45956,Everton vs Tottenham,D,A,closing_average,0.2837518647439085,0
E0,E0,45956,Everton vs Tottenham,A,A,closing_average,0.2854612133267031,1
E0,E0,45962,Brighton vs Leeds,H,H,closing_average,0.4921141853315767,1
E0,E0,45962,Brighton vs Leeds,D,H,closing_average,0.26309705753184015,0
E0,E0,45962,Brighton vs Leeds,A,H,closing_average,0.24478875713658324,0
E0,E0,45962,Burnley vs Arsenal,H,A,closing_average,0.06954368506235178,0
E0,E0,45962,Burnley vs Arsenal,D,A,closing_average,0.1643541069120632,0
E0,E0,45962,Burnley vs Arsenal,A,A,closing_average,0.766102208025585,1
E0,E0,45962,Crystal Palace vs Brentford,H,H,closing_average,0.4602345153523321,1
E0,E0,45962,Crystal Palace vs Brentford,D,H,closing_average,0.27640906752938893,0
E0,E0,45962,Crystal Palace vs Brentford,A,H,closing_average,0.26335641711827895,0
E0,E0,45962,Fulham vs Wolves,H,H,closing_average,0.5295914508199105,1
E0,E0,45962,Fulham vs Wolves,D,H,closing_average,0.25690208589908947,0
E0,E0,45962,Fulham vs Wolves,A,H,closing_average,0.21350646328099998,0
E0,E0,45962,Nott'm Forest vs Man United,H,D,closing_average,0.2904208226250184,0
E0,E0,45962,Nott'm Forest vs Man United,D,D,closing_average,0.2616187575712976,1
E0,E0,45962,Nott'm Forest vs Man United,A,D,closing_average,0.44796041980368406,0
E0,E0,45962,Tottenham vs Chelsea,H,A,closing_average,0.31394549491533463,0
E0,E0,45962,Tottenham vs Chelsea,D,A,closing_average,0.27561494030357864,0
E0,E0,45962,Tottenham vs Chelsea,A,A,closing_average,0.4104395647810868,1
E0,E0,45962,Liverpool vs Aston Villa,H,H,closing_average,0.5750983308924446,1
E0,E0,45962,Liverpool vs Aston Villa,D,H,closing_average,0.22170846868517136,0
E0,E0,45962,Liverpool vs Aston Villa,A,H,closing_average,0.20319320042238403,0
E0,E0,45963,West Ham vs Newcastle,H,H,closing_average,0.18990747573366634,1
E0,E0,45963,West Ham vs Newcastle,D,H,closing_average,0.2322642901742635,0
E0,E0,45963,West Ham vs Newcastle,A,H,closing_average,0.5778282340920702,0
E0,E0,45963,Man City vs Bournemouth,H,H,closing_average,0.6742640884448245,1
E0,E0,45963,Man City vs Bournemouth,D,H,closing_average,0.1871481032888194,0
E0,E0,45963,Man City vs Bournemouth,A,H,closing_average,0.13858780826635603,0
E0,E0,45964,Sunderland vs Everton,H,D,closing_average,0.2927715611844709,0
E0,E0,45964,Sunderland vs Everton,D,D,closing_average,0.306983772892455,1
E0,E0,45964,Sunderland vs Everton,A,D,closing_average,0.4002446659230741,0
E0,E0,45969,Tottenham vs Man United,H,D,closing_average,0.3274155949190441,0
E0,E0,45969,Tottenham vs Man United,D,D,closing_average,0.27363262975943164,1
E0,E0,45969,Tottenham vs Man United,A,D,closing_average,0.39895177532152426,0
E0,E0,45969,Everton vs Fulham,H,H,closing_average,0.41071195141950584,1
E0,E0,45969,Everton vs Fulham,D,H,closing_average,0.2955590678439434,0
E0,E0,45969,Everton vs Fulham,A,H,closing_average,0.2937289807365506,0
E0,E0,45969,West Ham vs Burnley,H,H,closing_average,0.509635104676427,1
E0,E0,45969,West Ham vs Burnley,D,H,closing_average,0.26627002660060517,0
E0,E0,45969,West Ham vs Burnley,A,H,closing_average,0.2240948687229679,0
E0,E0,45969,Sunderland vs Arsenal,H,D,closing_average,0.1289755343698769,0
E0,E0,45969,Sunderland vs Arsenal,D,D,closing_average,0.22349661156765901,1
E0,E0,45969,Sunderland vs Arsenal,A,D,closing_average,0.6475278540624642,0
E0,E0,45969,Chelsea vs Wolves,H,H,closing_average,0.6972750171742614,1
E0,E0,45969,Chelsea vs Wolves,D,H,closing_average,0.1859400045798031,0
E0,E0,45969,Chelsea vs Wolves,A,H,closing_average,0.11678497824593544,0
E0,E0,45970,Aston Villa vs Bournemouth,H,H,closing_average,0.4124684144030323,1
E0,E0,45970,Aston Villa vs Bournemouth,D,H,closing_average,0.2815066329753632,0
E0,E0,45970,Aston Villa vs Bournemouth,A,H,closing_average,0.30602495262160456,0
E0,E0,45970,Brentford vs Newcastle,H,H,closing_average,0.33522994205773343,1
E0,E0,45970,Brentford vs Newcastle,D,H,closing_average,0.2806806911311792,0
E0,E0,45970,Brentford vs Newcastle,A,H,closing_average,0.3840893668110873,0
E0,E0,45970,Crystal Palace vs Brighton,H,D,closing_average,0.3994548722282395,0
E0,E0,45970,Crystal Palace vs Brighton,D,D,closing_average,0.2804432436292655,1
E0,E0,45970,Crystal Palace vs Brighton,A,D,closing_average,0.3201018841424949,0
E0,E0,45970,Nott'm Forest vs Leeds,H,H,closing_average,0.4246825942835699,1
E0,E0,45970,Nott'm Forest vs Leeds,D,H,closing_average,0.30160579148164357,0
E0,E0,45970,Nott'm Forest vs Leeds,A,H,closing_average,0.2737116142347864,0
E0,E0,45970,Man City vs Liverpool,H,H,closing_average,0.502035615501756,1
E0,E0,45970,Man City vs Liverpool,D,H,closing_average,0.24082419119246665,0
E0,E0,45970,Man City vs Liverpool,A,H,closing_average,0.2571401933057775,0
E0,E0,45983,Burnley vs Chelsea,H,A,closing_average,0.17317406360199508,0
E0,E0,45983,Burnley vs Chelsea,D,A,closing_average,0.22838898243161676,0
E0,E0,45983,Burnley vs Chelsea,A,A,closing_average,0.5984369539663881,1
E0,E0,45983,Bournemouth vs West Ham,H,D,closing_average,0.568818944132639,0
E0,E0,45983,Bournemouth vs West Ham,D,D,closing_average,0.2392764827963494,1
E0,E0,45983,Bournemouth vs West Ham,A,D,closing_average,0.19190457307101152,0
E0,E0,45983,Brighton vs Brentford,H,H,closing_average,0.45133432648462257,1
