division,sheet,date,match,outcome,actual_outcome,odds_source,devig_method,predicted_probability,hit
E0,E0,45520,Man United vs Fulham,H,H,closing_average,power,0.5897084399530191,1
E0,E0,45520,Man United vs Fulham,D,H,closing_average,power,0.2241536640488105,0
E0,E0,45520,Man United vs Fulham,A,H,closing_average,power,0.1861378959981707,0
E0,E0,45521,Ipswich vs Liverpool,H,A,closing_average,power,0.11398523965397274,0
E0,E0,45521,Ipswich vs Liverpool,D,A,closing_average,power,0.15688699322837732,0
E0,E0,45521,Ipswich vs Liverpool,A,A,closing_average,power,0.7291277671176503,1
E0,E0,45521,Arsenal vs Wolves,H,H,closing_average,power,0.8595439144294091,1
E0,E0,45521,Arsenal vs Wolves,D,H,closing_average,power,0.09702969717594025,0
E0,E0,45521,Arsenal vs Wolves,A,H,closing_average,power,0.04342638839465087,0
E0,E0,45521,Everton vs Brighton,H,A,closing_average,power,0.3130314949429567,0
E0,E0,45521,Everton vs Brighton,D,A,closing_average,power,0.280588455556033,0
E0,E0,45521,Everton vs Brighton,A,A,closing_average,power,0.4063800495010104,1
E0,E0,45521,Newcastle vs Southampton,H,H,closing_average,power,0.7059149438050508,1
E0,E0,45521,Newcastle vs Southampton,D,H,closing_average,power,0.17243978126803053,0
E0,E0,45521,Newcastle vs Southampton,A,H,closing_average,power,0.12164527492691882,0
E0,E0,45521,Nott'm Forest vs Bournemouth,H,D,closing_average,power,0.4294673749250975,0
E0,E0,45521,Nott'm Forest vs Bournemouth,D,D,closing_average,power,0.27590552375522337,1
E0,E0,45521,Nott'm Forest vs Bournemouth,A,D,closing_average,power,0.2946271013196793,0
E0,E0,45521,West Ham vs Aston Villa,H,A,closing_average,power,0.390349651858234,0
E0,E0,45521,West Ham vs Aston Villa,D,A,closing_average,power,0.2708222154222715,0
E0,E0,45521,West Ham vs Aston Villa,A,A,closing_average,power,0.3388281327194945,1
E0,E0,45522,Brentford vs Crystal Palace,H,H,closing_average,power,0.3383360488301964,1
E0,E0,45522,Brentford vs Crystal Palace,D,H,closing_average,power,0.29254885123357777,0
E0,E0,45522,Brentford vs Crystal Palace,A,H,closing_average,power,0.3691150999362259,0
E0,E0,45522,Chelsea vs Man City,H,A,closing_average,power,0.26096621999074093,0
E0,E0,45522,Chelsea vs Man City,D,A,closing_average,power,0.24751875863468617,0
E0,E0,45522,Chelsea vs Man City,A,A,closing_average,power,0.49151502137457315,1
E0,E0,45523,Leicester vs Tottenham,H,D,closing_average,power,0.20543341954161065,0
E0,E0,45523,Leicester vs Tottenham,D,D,closing_average,power,0.222659719253784,1
E0,E0,45523,Leicester vs Tottenham,A,D,closing_average,power,0.5719068612046053,0
E0,E0,45528,Brighton vs Man United,H,H,closing_average,power,0.4015699304928433,1
E0,E0,45528,Brighton vs Man United,D,H,closing_average,power,0.25598636034697037,0
E0,E0,45528,Brighton vs Man United,A,H,closing_average,power,0.3424437091601864,0
E0,E0,45528,Crystal Palace vs West Ham,H,A,closing_average,power,0.4923259890965067,0
E0,E0,45528,Crystal Palace vs West Ham,D,A,closing_average,power,0.2517304553598671,0
E0,E0,45528,Crystal Palace vs West Ham,A,A,closing_average,power,0.2559435555436264,1
E0,E0,45528,Fulham vs Leicester,H,H,closing_average,power,0.519090327040131,1
E0,E0,45528,Fulham vs Leicester,D,H,closing_average,power,0.2562202967228946,0
E0,E0,45528,Fulham vs Leicester,A,H,closing_average,power,0.2246893762369745,0
E0,E0,45528,Man City vs Ipswich,H,H,closing_average,power,0.9085610657007022,1
E0,E0,45528,Man City vs Ipswich,D,H,closing_average,power,0.0664124324228189,0
E0,E0,45528,Man City vs Ipswich,A,H,closing_average,power,0.025026501876478993,0
E0,E0,45528,Southampton vs Nott'm Forest,H,A,closing_average,power,0.41028731937176616,0
E0,E0,45528,Southampton vs Nott'm Forest,D,A,closing_average,power,0.27421343551595445,0
E0,E0,45528,Southampton vs Nott'm Forest,A,A,closing_average,power,0.31549924511227956,1
E0,E0,45528,Tottenham vs Everton,H,H,closing_average,power,0.7175979470229907,1
E0,E0,45528,Tottenham vs Everton,D,H,closing_average,power,0.16936489066643629,0
E0,E0,45528,Tottenham vs Everton,A,H,closing_average,power,0.11303716231057302,0
E0,E0,45528,Aston Villa vs Arsenal,H,A,closing_average,power,0.20204504986115862,0
E0,E0,45528,Aston Villa vs Arsenal,D,A,closing_average,power,0.23556990058654148,0
E0,E0,45528,Aston Villa vs Arsenal,A,A,closing_average,power,0.5623850495523001,1
E0,E0,45529,Bournemouth vs Newcastle,H,D,closing_average,power,0.3749608499029048,0
