commence_time,match,strategy_snapshot,selected_score,actual_score,outcome_correct,exact_score_correct,selected_base_points,base_points,exact_bonus_points,realized_points,bookmaker_outcome_probability,bookmaker_exact_score_probability,bookmaker_conditional_bettor_share,bookmaker_nominal_bonus_label,bookmaker_nominal_bonus_points,bookmaker_expected_bonus_points,bookmaker_assessed_expected_points,original_compute_expected_points
2026-07-02T00:00:00Z,USA vs Bosnia & Herzegovina,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,1-0,2-0,True,False,52.0,52.0,0.0,52.0,0.765743743501792,0.10208418627520702,0.09523809523809523,Tres rare,50.0,50.00006073638881,44.92289017607836,47.81511707177499
2026-07-02T19:00:00Z,Spain vs Austria,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,1-0,3-0,True,False,41.00000000000001,41.00000000000001,0.0,41.00000000000001,0.7945762634412551,0.10249683054407144,0.04395604395604396,Mega rare,70.0,64.5456627376909,39.19335265707135,41.224252535073205
2026-07-02T23:00:00Z,Portugal vs Croatia,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,2-0,2-1,True,False,73.0,73.0,0.0,73.0,0.5731025521890315,0.08367500815579233,0.07246376811594203,Tres rare,50.0,50.24679882346039,46.0408876111548,47.65260238167795
2026-07-03T03:00:00Z,Switzerland vs Algeria,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,0-2,2-0,False,False,148.0,0.0,0.0,0.0,0.24995440370527483,0.035279162843715614,0.08333333333333333,Tres rare,50.0,50.008581206664005,38.757512628353744,39.90258254593125
2026-07-03T18:00:00Z,Australia vs Egypt,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,0-1,1-1,False,False,92.0,0.0,0.0,0.0,0.4029110007068695,0.11976476300821004,0.15942028985507245,Tres rare,50.0,49.999504990901784,43.05599093079516,41.19394996002901
2026-07-03T22:00:00Z,Argentina vs Cape Verde,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,2-0,3-2,True,False,25.0,25.0,0.0,25.0,0.8957220214313472,0.14982418004846412,0.12987012987012986,Tres rare,50.0,49.99999999997669,29.88425953820339,31.85343539048365
2026-07-04T01:30:00Z,Colombia vs Ghana,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260701T041904Z.csv,1-0,1-0,True,True,66.0,66.0,50.0,116.0,0.682061374520593,0.13261977951255463,0.08860759493670886,Tres rare,50.0,50.00113035123904,51.64718960091896,50.68327711514313
2026-07-04T17:00:00Z,Canada vs Morocco,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260704T085138Z.csv,0-1,0-3,True,False,68.0,68.0,0.0,68.0,0.5719801875827334,0.10985537933383666,0.11842105263157894,Tres rare,50.0,50.00000000007803,44.38742172232627,45.581875398007924
2026-07-04T21:03:00Z,Paraguay vs France,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260704T085138Z.csv,0-1,0-1,True,True,28.0,28.0,70.0,98.0,0.890413320966646,0.10849717139759392,0.022988505747126436,Mega rare,70.0,71.01153452453516,32.636123619580744,31.613620720063622
2026-07-05T20:00:00Z,Brazil vs Norway,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260704T085138Z.csv,1-0,1-2,False,False,72.0,0.0,0.0,0.0,0.5659806786463847,0.08566694632603669,0.04918032786885246,Mega rare,70.0,60.65342154658117,45.946602270661145,46.80841958991182
2026-07-06T01:00:00Z,Mexico vs England,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260706T001123Z.csv,0-1,2-3,True,False,93.0,93.0,0.0,93.0,0.41152932866551534,0.10588786118045654,0.13953488372093023,Tres rare,50.0,49.99999998519845,43.56662062334845,41.72497168327588
2026-07-06T19:00:00Z,Portugal vs Spain,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260706T143550Z.csv,0-2,0-1,True,False,72.0,72.0,0.0,72.0,0.5364412086463949,0.07776405902320489,0.1346153846153846,Tres rare,50.0,49.999999999378446,42.51196997365234,44.62157822714052
2026-07-07T00:00:00Z,USA vs Belgium,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260706T143550Z.csv,1-0,1-4,False,False,95.0,0.0,0.0,0.0,0.4085510812463896,0.06413586498681768,0.14634146341463414,Tres rare,50.0,49.999999194327536,42.019145916075395,43.29659098663011
2026-07-07T16:01:00Z,Argentina vs Egypt,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260706T143550Z.csv,1-0,3-2,True,False,43.0,43.0,0.0,43.0,0.7742871300847923,0.12923525148084444,0.1,Tres rare,50.0,50.00000573303144,39.75610990859805,38.59783154369135
2026-07-07T20:00:00Z,Switzerland vs Colombia,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260706T143550Z.csv,0-1,0-0,False,False,85.0,0.0,0.0,0.0,0.4456541210250531,0.1076466200589338,0.2391304347826087,Rare,30.0,30.000911395416303,41.110096997533624,40.80539373680288
2026-07-09T20:00:00Z,France vs Morocco,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260709T015135Z.csv,2-0,2-0,True,True,54.0,54.0,50.0,104.0,0.6585248433793387,0.10575926047473952,0.12658227848101267,Tres rare,50.0,49.999999999998074,40.84830456622106,42.32544881609967
2026-07-10T19:00:00Z,Spain vs Belgium,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260709T015135Z.csv,1-0,2-1,True,False,60.00000000000001,60.00000000000001,0.0,60.00000000000001,0.6402346748622039,0.09662706966960448,0.136986301369863,Tres rare,50.0,49.999999997049734,43.24543397492739,45.33014185339934
2026-07-11T21:01:00Z,Norway vs England,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260709T015135Z.csv,0-2,1-2,True,False,77.0,77.0,0.0,77.0,0.5532864539405369,0.07773899037553154,0.075,Tres rare,50.0,50.12419330655392,46.499661134460816,48.560886006432845
2026-07-12T01:00:00Z,Argentina vs Switzerland,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260709T015135Z.csv,1-0,3-1,True,False,64.0,64.0,0.0,64.0,0.601524132074458,0.1211258706750506,0.09090909090909091,Tres rare,50.0,50.000429685550515,44.553890032554264,43.55456020328724
2026-07-14T19:00:00Z,France vs Spain,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260712T181535Z.csv,2-0,0-2,False,False,85.0,0.0,0.0,0.0,0.433188122734428,0.06525806333656813,0.10666666666666667,Tres rare,50.0,50.0000001456022,40.08389360875651,40.96402198850493
2026-07-15T19:00:00Z,England vs Argentina,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260715T070225Z.csv,0-2,1-2,True,False,109.0,109.0,0.0,109.0,0.3341315967757822,0.05497637298015789,0.06666666666666667,Tres rare,50.0,50.95580705591799,39.22170950277137,40.62397508641952
2026-07-18T21:00:00Z,France vs England,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260717T172832Z.csv,2-0,4-6,False,False,77.0,0.0,0.0,0.0,0.5005332192819592,0.05839943547805577,0.16901408450704225,Tres rare,50.0,49.98055571150601,41.45989412314232,42.11875453688124
2026-07-19T19:05:00Z,Spain vs Argentina,data/mpg/strategy_snapshots/2026/07/mpg_optimal_strategy_20260717T172832Z.csv,2-0,1-0,True,False,90.0,90.0,0.0,90.0,0.41711226860921224,0.07420358901869303,0.10869565217391304,Tres rare,50.0,50.00000004369394,41.250283629006,42.15173157027475
